,Summary,Text
10,"Assam Additional Advocate General, Devajit Saikia has been barred from entering the state Assembly for two weeks for allegedly clicking and uploading a selfie on his Facebook page when the house was in session. He was seated in the speaker's gallery. The matter has been forwarded to the Privilege Committee, which will submit a report within two weeks. ","selfie Guwahati, Feb 13 (PTI) Assam Additional Advocate General Devajit Saikia has been barred from entering the Assembly for two weeks for allegedly clicking and uploading a selfie on social media when the House was in session. ""I have received a written complaint from AIUDF MLA Hafiz Bashir Ahmed regarding the incident. I have forwarded the matter to the Privilege Committee,"" Assam Speaker Hitendra Nath Goswami said in the House. Informing that the panel has been asked to submit a report within two weeks following an enquiry into the matter, he said, ""Till the enquiry is over, I advise Devajit Saikia not to come to the Assembly."" "
11,"Pakistan-born London terrorist Khuram Butt, who masterminded last Saturday's London Bridge attack, was trying to land a job with a firm that provides security at Wimbledon and other sporting events. The 27-year-old had previously worked six months with the London Underground metro before quitting in October. Butt and his aides rammed a high-speed van into pedestrians on the London Bridge.","security firm: report London, Jun 11 (PTI) Pakistan-born British citizen Khuram Butt, the London Bridge attack ringleader, had been trying to get a job with a security firm that provides stewards for Wimbledon and other sporting events, raising concerns whether he had considered targeting the prestigious tennis tournament. Security services and counter-terrorism police are now investigating 27-year-old Butts motive in trying to get the job with the security company, the Telegraph reported today. Citing well-placed sources, the paper said that Butt had set up the job interview with the security firm that supplies safety stewards to Wimbledon and to Premier League football clubs. The interview was scheduled to take place at the end of this month. ""One possibility is Butt had considered targeting the tennis tournament but decided to speed up the plot, following the Manchester Arena bombing, and switched the attack to London Bridge,"" the paper said. Butt had previously worked for six months on the London Underground until quitting in October. Although he was under lowÃÂ­level investigation by MI5 and counterÃÂ­terrorism police, Butt was able to get a job working at Westminster station because employers are not made aware of security services concerns when performing criminal records checks, the paper said. ""The security firm would check his background but it does not have access to the police watch list or have knowledge of any MI5 investigation. There would have been no reason for him not to get the job. Butt could not only have caused serious damage but potentially helped other terrorists to get into one of these events,"" the paper said, quoting a source close to the intelligence services. Butt and his aides Moroccan-origin Rachid Redouane and Moroccon-Italian Yousef Zaghba rammed a high-speed van into pedestrians on London Bridge before stabbing revellers at the nearby Borough Market, killing eight people before being shot dead by armed police officers last week. "
12,"Swadeshi Jagaran Manch, an RSS affiliate, has written to Sports Minister Vijay Goel demanding the annulment of BCCI's contract with Chinese firm OPPO for sponsoring the Indian cricket team. The organisation, which has launched a campaign to push for indigenous production and consumption of goods, stated, ""This would not only misguide our youth in blindly going for buying Chinese brands.""","scrapped New Delhi, May 4 (PTI) An RSS affiliate today sought the sports ministrys intervention for annulment of BCCIs contract with Chinese firm Oppo for sponsoring the Indian cricket team. The Swadeshi Jagaran Manch, which has launched a campaign to push for indigenous production and consumption of goods, also wants India to cut down its dependence on exports from China. ""Money cannot be more important than national pride and welfare of our own citizens and industry and therefore we urge you to interfere in the matter and use your good offices to cancel the agreement entered into between Oppo and BCCI,"" the SJM said in a letter to Sports Minister Vijay Goel. The SJM said Indian cricket team members should not wear clothes bearing the logo of Oppo. ""This would not only misguide our youth in blindly going for buying Chinese brands but would also place us in a very awkward position and our campaign is likely to get badly affected by this,"" SJMs national co-convener Ashwani Mahajan said in the letter. Cricket is the most popular sport in India and the Indian team is being watched by almost the entire country. Therefore the team should not wear the Chinese firms logo, he added. The SJM also urged the Modi government to shun Chinese goods and enact a ""Buy Indian Act"". ""Chinese goods have invaded Indian markets which is not only killing our domestic production but also has direct negative impact on employment generation efforts made by the government,"" Mahajan said, adding it has taken shape of an ""epidemic"". "
13,"Army Chief General Bipin Rawat has said women will soon be inducted in combat roles in the Army, the process for which has started. Currently, women are only allowed in medical, legal, educational, signals and engineering wings of the Army. Most countries do not allow women in combat roles, with USA, UK and Germany being among the few who do.","says Gen Bipin Rawat By Manash Pratim Bhuyan New Delhi, June 4 (PTI) In a transformational move, the Indian Army is all set to open up combat positions for women, a gender barrier broken by only a few countries globally. Army Chief Gen Bipin Rawat said the process to allow women in combat role, currently an exclusive domain of men, is moving fast and initially women will be recruited for positions in military police. ""I am looking at women coming as jawans. I am going to start it soon. Firstly, we will start with women as military police jawans,"" he said, giving details of the move to allow women in the male-dominated positions in the Army. Currently women are allowed in a number of select areas including in medical, legal, educational, signals and engineering wings of the Army but combat roles are kept off limit for them due to operational concerns and logistical issues. The Army Chief said he was ready to recruit women as jawans and the matter is being taken up with the government. ""We have already started the process,"" Gen Rawat told PTI in an exclusive interaction recently. He said women will have to show grit and strength in taking up challenges in combat role and shattering the glass ceiling. Very few countries including Germany, Australia, Canada, the US, Britain, Denmark, Finland, France , Norway, Sweden and Israel have allowed women in combat roles. The roles of military police include policing the cantonments and army establishments, prevent breach of rules and regulations by soldiers, maintaining movement of soldiers as well as logistics during peace and war, handling prisoners of war and extending aid to civil police whenever required. "
14,"The Maharashtra government had spent ?8 crore from Contingency Fund to meet publicity expenses of PM Narendra Modi's programmes organised to inaugurate various projects. Notably, Contingency Fund is a reserve of money kept for unforeseen future expenses. The PWD stated that the amount was withdrawn from Contingency Fund since the expenditure was of an ""urgent nature"".","programmes Mumbai, Mar 6 (PTI) The Maharashtra Government spent Rs 8 crore from Contingency Fund to meet publicity expenses for the foundation stone laying ceremonies of various projects which were kicked off by Prime Minister Narendra Modi last December. The projects also included the ""jal poojan"" of the Chhatrapati Shivaji memorial in Arabin sea. ""It was decided to provide funds of Rs 8 crore for advertisement and publicity for the Jal Poojan ceremony of the memorial of Chhatrapati Shivaji Maharaj and (for) inauguration of Mumbai Metro line, Sweree-Nhawa Sheva project and new railway projects under Mumbai Urban Transport Project (MUTP),"" the PWD Department stated in the supplementary demands for grants tabled by Finance department in both Houses of the Maharashtra legislature on the first day of the Budget session. The supplementary demands for grants worth Rs 11104 crore, 96 lakh, 25 thousand would be discussed on March 14 and 15. During his visit to Mumbai on December 24, Modi had performed ""Jal Poojan"" for the Shivaji memorial in Arabian sea. He had also laid the foundation stones for key infrastructure projects, including 22.5-km Mumbai Trans Harbour Link, two new metro projects, and for multiple works to be carried out as part of the third phase of the Mumbai Urban Transport Project. The PWD stated that the amount was withdrawn from contingency fund (CF) since the expenditure was of an ""urgent nature"". However, the Leader of Opposition in the Legislative Council Dhananjay Munde (NCP) criticised the government over withdrawal from the CF. ""The CF is reserved for purposes of urgency and this fund must be used carefully. However, the state has a normal practice of using the CF for any purpose. "
15,"Union Minister Ram Vilas Paswan, whose party LJP is a part of the NDA alliance, has told the Opposition they shouldn't waste their time as there's no vacancy for the Prime Minister's post till 2024. ""People like Nitish, Mulayam and Lalu can never be one. They should stop wasting their time in looking for a prime ministerial candidate,"" he added.","oppn (With additional inputs) New Delhi, May 2 (PTI) Union Minister and LJP president Ram Vilas Paswan today took a dig at the opposition parties over their attempts at unity, saying they should not waste their time as there is no vacancy for the prime ministers post till 2024. Briefing reporters following his partys national executive meeting on April 29 and 30 in Dadra and Nagar Haveli, he heaped praise on Prime Minister Narendra Modi for his ""pro-Dalit"" measures. Paswan also expressed confidence that Modi would remain in charge till 2024. The National Executive of LJP also demanded an amendment to be made in the Constitution to implement immediate reservation in promotion. Keeping in view, the continued lack of government jobs, the party also demanded the early implementation of reservation in the private sector, Paswan said. The party also adopted a resolution to make one crore new members throughout the country during a membership drive from August 15 to January 26. He compared his former colleagues-turned-rivals, who are now in different parties, to an orange fruit which looks whole from the outside but is divided inside. ""People like Nitish Kumar (JD-U), Mulayam Singh Yadav (Samajwadi Party), Lalu Prasad (RJD) can never be one. They should stop wasting their time in looking for a prime ministerial candidate. There is no vacancy,"" he said. The next Lok Sabha elections are due in 2019 and the BJP- led NDA is in a buoyant mood following its massive win in Uttar Pradesh assembly polls. Paswan raked up corruption allegations against Prasad and his two sons, both ministers in the Nitish Kumar government, and said the JD(U) chief is troubled over this. His party, he said, is also keen on the passage of the Womens Reservation Bill, which mandates 33 per cent quota for women in Parliament, with separate reservation of SCs, STs and OBCs within it. ""All parties are ready for this,"" he said. The LJP also favours simultaneous Lok Sabha and assembly polls and they should be funded by states, he added. Paswan repeated his partys demands, including quota in private jobs and reservation for Dalits, minorities, backward and tribal students in private schools. He also pithed for starting Indian Judicial Service on the lines of IAS to recruit judges with quota provisions. Lauding Modi for promoting places associated with Dalit icon B R Ambedkar, he said his last speech delivered in the Constituent Assembly be included in school syllabi. Ambedkar should also be given a Nobel award, he said. The honour is generally not bestowed posthumously. His party has sought free land for landless people for residential purpose and clean water for every citizen, he said. The LJP resolution demanded that all villages with 20 per cent and more population of Dalits be brought under the Pradhan Mantri Adarsh Gramin Yojna for their fast development. "
16,"The Income Tax Department has unearthed over ?1,550 crore black money from various fake firms and entities run by hawala dealers through fake bank entries since note ban, according to an official report. While ?930 crore was recovered from hawala dealers, ?200 crore was recovered from 80 accounts in Delhi. Another ?200 crore was recovered from Kolkata, Gurugram and Karnataka.","operators, hawala dealers New Delhi, Jan 16 (PTI) The Income Tax department today said it has unearthed a black money racket of over Rs 1,550 crore and a maze of shell firms and entities, perpetrated by entry operators and hawala dealers in the wake of demonetisation. An analysis report prepared by the department, also accessed by PTI, said this particular black money generation modus operandi is led by a group of hawala dealers in the national capital who illegally routed funds worth Rs 930 crore post November 8. In another case in Delhi, the taxman detected entry operators trying to launder Rs 200 crore stash funds using 80 accounts. ""Similarly, in a bank branch in Noida, investigations are on into deposits in more than 100 bank accounts that were used to laundering more than Rs 200 crore,"" the report said. The tax departments action on such entry operators or hawala dealers in cities like Kolkata, Gurgaon, Charkhi Dadri and Chitradurga in Karnataka led the taxman unearthing laundering of cash to the tune of Rs 200 crore. A case in Bihars Gaya was similarly detected, the report said, where a person was allegedly trying to laundering Rs 13 crore of a Delhi-based entity. The taxman put freeze orders on two bank accounts used for this purpose in Gaya, it said. They added that the total amount involved in these prominent cases is over Rs 1,550 crore even as many more cases are still in the probe process. ""The modus operandi followed is the same across the country. Cash is deposited in bank accounts of paper companies or accounts fraudulently and immediately transferred through RTGS to other similar fraudulent accounts. "
17,"On the eve of Indian PM Narendra Modi's US visit, President Donald Trump's administration has said that the President realises India has been a ""force for good"" in the world and ties with it are important. ""It would be wrong to say that this (US) administration has been ignoring India,"" officials added. Notably, this will be the first Trump-Modi meeting.","official (EDS: Incorporating Modi visit series) By Lalit K Jha Washington, Jun 24 (PTI) On the eve of Prime Minister Narendra Modis US visit, the Trump administration has dismissed reports that it has been ignoring India, saying President Trump realises that the country has been a ""force for good"" in the world and ties with it were important. ""I think that it would be wrong to say that this administration has been ignoring or not focused on India,"" a senior administration official told reporters ahead of the two-day Modi visit from June 25. The Prime Minister would meet President Donald Trump face-to-face for the first time at the White House on Monday. ""I think that the US really appreciates India, and I think that President Trump realises that India has been a force for good in the world and that its a relationship thats important. And I think that will come through in the visit on Monday,"" the official said. The senior administration official made the remarks while responding to questions on whether the US-India relationship has drifted under the new government, in part, because of President Trump and the administrations support to China. ""I think its a bit unfair. I mean, were only six months into the administration. But there have been two very good phone calls between President Trump and Prime Minister Modi that you can point to as showing both countries interest in the relationship,"" the White House official argued. ""Yes, this will be the first opportunity for them to sit down and have a conversation, but I think that this is still fairly early on in the administration,"" the official said. Meanwhile, White House Press Secretary Sean Spicer said President Trump and Prime Minister Modi would have a very robust discussion when they meet at the White House. ""During the meeting, the President and the Prime Minister will discuss ongoing cooperation, including counter-terrorism, defence partnership in the Indo-Pacific region, global cooperation, burden-sharing, trade, law enforcement, and energy,"" Spicer said in response to a question. Senator Mark Warner, Co-Chair of the Senate India Caucus hoped that Trump, in his meeting with Prime Minister Modi, shows enthusiastic support for deepening the US-India relationship, which enjoys strong bipartisan support. ""The relationship is ripe for additional cooperation in areas such as the development of aircraft carrier technology, space surveillance, unmanned aerial vehicles, cyber and increased defense manufacturing,"" Warner said. ""As we venture further into the Asian Century, there is little doubt of the increasing significance of India on the world stage. Our cooperation helps increase global security and advance economic opportunity in both countries,"" Warner said in response to a question. On whether the contentious H-1B visa issue would come up for discussion during the meeting, a senior administration official said it was unlikely to be raised from the US side but if raised by the Indian side, the Americans were ready for it. Ahead of the visit, Indian Ambassador to the US Navtej Sarna said the first face-to-face meeting between Prime Minister Modi and President Trump will give them an opportunity to look at the entire gamut of Indo-US engagement and to exchange views on issues of global interest. At the invitation of Trump, the Prime Minister would spend several hours with the US President at the White House on Monday afternoon, which would end with a dinner later that night. This would be the first working dinner being hosted by Trump for a foreign leader at the White House. ""I think that just shows the amount of care that has gone in on the part of the White House to welcome our Prime Minister and the kind of planning that has gone into make this a very special visit,"" Sarna said. ""This (dinner) is a special gesture and it is appreciated,"" he said. On the agenda of the meeting, a senior administration official told reporters that the civil nuclear deal would be part of the discussions between Prime Minister Modi and President Trump. The White House also emphasised that the US was looking forward to its nuclear reactors contributing to Indias energy security. It said the US is interested in providing India with the kind of defence technology it normally reserves for its closest allies, signalling the Trump administrations resolve to strengthen the bilateral defence relationship. Meanwhile, Secretary of State Rex Tillerson met Foreign Secretary S Jaishankar here and told him that Prime Minister Modis Washington visit would strengthen the Indo-US relationship and help advance the common interest in fighting terrorism and promoting economic growth. The two agreed that the two countries have a deep and growing strategic partnership and hope to work more closely on regional and global issues. Jaishankar also met other senior officials at the State Department. Ahead of his visit, Modi yesterday said he looked forward to the opportunity of having an in-depth exchange of views. ""My USA visit is aimed at deepening ties between our nations. Strong India-USA ties benefit our nations & the world,"" he tweeted. "
18,"The Punjab Police launched a massive search operation on Wednesday in Pathankot and Gurdaspur districts to track down three suspicious men who broke the police barrier in Gurdaspur and then went missing. As per the police, the SUV they were driving was robbed by them from Samba in Jammu. The SUV was later found abandoned. ","men Pathankot, May 3 (PTI) A massive search operation has been launched by the Punjab Police to track down three persons who have gone missing after abandoning a robbed SUV at a village here. Police said the three had been directed to stop at a checkpost at Berhampur in the district, but instead sped through it. The cops then gave chase, but found the vehicle abandoned at Makhanpur village near Bamiyal here. Pathankot SSP Vivek Sheel Soni today said the SUV was robbed by the suspects from Sambha in Jammu yesterday. ""We have launched a search operation to trace them,"" Soni said. Around 200 policemen have been deployed near Mankahnpur village, police said. Nothing suspicious was found from the vehicle, police said, adding that it has now been seized. The SUV had a fake registration number, they said. "
19,"China has demoted Communist party official Jelil Matniyaz in the Uygur Muslim majority-Xinjiang province for not ""daring"" to smoke in front of local religious leaders, said a notice posted online. An official added, ""his behaviour of not daring to smoke conforms with extreme religious thought... As a party chief, he should lead the fight against extreme religious thought.""","leaders From K J M Varma Beijing, Apr 11 (PTI) In an unusual move, China has demoted a ruling Communist party official in the volatile Uygur Muslim majority Xinjiang province for not ""daring"" to smoke in front of local religious leaders, regarding it as a sign of timidity in fighting against extremism. Jelil Matniyaz, the party chief of a village in Hotan, Xinjiang was demoted from ""senior staff member"" to ""staff member"" on March 25 for his ""infirm political stands...and for being afraid to smoke in front of religious figures,"" a notice posted on the Hotan Dailys social media WeChat account said. ""Smoking is a personal choice, and religious and ordinary people should respect each other, but his behaviour of not daring to smoke conforms with extreme religious thought in Xinjiang,"" the Global Times quoted a Hotan official as saying. ""As a party chief, he should lead the fight against extreme religious thought, otherwise, he would fail to confront the threat of extreme regional forces,"" the official said. ""According to local religion customs, smoking is not allowed in front of older or religious people,"" Turgunjun Tursun, a professor with the Zhejiang Normal University, said. However, some religious people force ordinary citizens also to comply with the requirements, a senior official who had been working in Xinjiang for years, told the paper. The officials demotion is an isolated case, Tursun said, adding that the local government should balance de-extremist behaviour and local customs in the crackdown on extremism. The move to demote the official comes as authorities intensified their efforts to curb religious extremism. Early this month, the province where the Chinese security forces are battling recurring attacks by Uygur militants enacted a new law banning a wide range of acts, including wearing veils or growing ""abnormal""ÃÂ beards. In Xinjiang, the Turkic speaking Uygurs are restive for several years over increasing settlements of Han population from other provinces. China blames separatist East Turkistan Islamic Movement (ETIM), an Al-Qaeda affiliated group for the spate of violent attacks in the province. A number of its members reported to have joined the Islamic State militant group to fight in Syria. China believes that they would return to carry out attacks in the country. "
20,"Akshaye Khanna, while speaking about his break from films, said it was torturous as he has been working since the age of 19. He added that after he joined films post the sabbatical, he wanted to start with slightly smaller, but quality roles. Akshaye, who's known for films like 'Taal', 'Dil Chahta Hai', will be next seen in Sridevi's 'Mom'.nn","impact Mumbai, Jun 25 (PTI) Actor Akshaye Khanna, who has starred as a lead in several films, says he has consciously decided to take up smaller but effective roles in his second innings in Bollywood. Akshaye was recently seen as a baddie in Varun Dhawan- John Abraham starrer ""Dishoom"" and is now busy promoting his next film ""Mom"" that features Sridevi in the lead. ""I decided, having taken an off of four years, I wanted to start off with slightly smaller roles to get into that zone. But I was sure I wont do it by compromising on the quality of work. The role could be small, but it should have an impact in the story,"" Akshaye told PTI. Akshaye, 42, who has been working since the age of 19, was away from the silver screen for four years due to personal reasons. The actor says he felt tortured while he was not doing films. ""There was a reason why I took a sabbatical. I had some personal reasons which didnt allow me to work. But there has never been a point in my life where I wanted to take things slow, or I dont want to work. ""Besides work (acting), there is nothing I know or can do. I have been working nonstop since I was 19 so not working is torturous. That phase has gone now."" Even though he was away from films for a while but Akshaye refrains from calling the phase as his comeback. ""I wont say its my comeback. There were some reasons because of which I couldnt work. Now, it doesnt matter what adjectives people give it. I am enjoying working now. ""I am glad people enjoyed my role in Dishoom and my role in Mom is fantastic. In a way, both Nawazuddin Siddiqui (co-star) and I have extended cameos in the film. We may have had only 20 days of work but the impact (of our characters) is huge,"" says Akshaye, who is playing an investigative officer in the movie. "
21,"The Income Tax department on Sunday warned black money holders that their undisclosed assets are ""not hidden"" from its gaze. It further advised them to avail the ongoing one-time disclosure window under the Pradhan Mantri Garib Kalyan Yojna to come clean on their stashed funds. The department further added that ""total confidentiality"" is ensured under the scheme.","holders New Delhi, Jan 22 (PTI) Warning black money holders that their undisclosed assets are ""not hidden"" from its gaze, the Income Tax department today advised them to avail the ongoing one-time disclosure window--PMGKY-- to come clean on their stashed funds. In advertisements released in leading national dailies, the department also published the salient features of the Pradhan Mantri Garib Kalyan Yojna (PMGKY), 2016 which was announced by the government post demonetisation in November last year. ""Your undisclosed accounts or cash deposits are not hidden from us. ""Helping the less fortunate can help you. Invest your undisclosed income in the PMGKY and accelerate the socio- economic growth of the deprived,"" the department said in the advertisement which displayed pictures of banned Rs 500/1000 notes. It cautioned that ""non declaration of such undisclosed income will be liable to tax, surcharge and cess at the rate of 77.25 per cent along with penalty and prosecution."" ÃÂ  The department added that ""total confidentiality is ensured"" under the scheme that is open till March 31. The I-T department, official sources had told PTI, has received confirmations for over Rs 300 crore declarations from across the country till now as part of this ongoing black money window. "
22,"Security forces in Jammu and Kashmir have killed 102 terrorists till July 12 this year, making it the highest number of killings in the January-July period in seven years. Earlier in 2010, the highest number of 156 militants were killed between January and July, while 77 terrorists were killed during this period in 2016.","hit-list of security forces Anil Bhatt Jammu, July 14 (PTI) Security forces and Jammu and Kashmir Police have killed 102 terrorists till now this year, making it the highest number of killings in the January-July period in seven years, a police official said today. The security forces also have prepared a hit-list of several other terrorists belonging to Lashkar-e-Taiba (LeT), Jaish-e-Mohammad and Hizbul Mujahideen. The slain terrorists included Lashkar-e-Taiba (LeT) commander Bashir Lashkari who was involved in the killing of six policemen in south Kashmir and top Hizbul Mujahideen militant Sabzar Ahmad Bhat, he noted. The security forces and police are going after terrorists as part of the operation ""hunt down"" and on the basis of a ""hit-list"" of terrorists, said the official who refused to be identified. The killing of 102 terrorists till July 12 makes it the highest number in the past seven years, the official said. Earlier in 2010, the highest number of 156 militants were killed between January and July that year. Last year, 77 terrorists were killed during this period, 51 each were killed in 2015 and 2014, respectively, 43 in 2013, 37 in 2012 and 61 in 2011, according to the police data. The hunt for terrorists of various outfits has been intensified under an operational strategy, the official said. The counter-terrorist grid continues to maintain dominance and deny any space to terrorists, the official said, adding synergised hard intelligence-based joint operations involving the J&K police and central paramilitary forces have been the hallmark of these operations. While the forces have already eliminated those involved the killing of seven cops and lynching of Dy SP, a massive hunt is underway for LeT commander Abu Ismail who has emerged as the mastermind of the deadly attack on Amarnath pilgrims. Sabzar Bhat, who was a close associate of the slain poster boy Hizbul Mujahideen commander Burhan Wani, was killed along with an associate in an encounter in Tral in South Kashmir on May 28. On July one this year, Lashkari and another LeT militant Azad Malik were killed in a gunfight with security forces in Anantnags Brenti village in South Kashmir. Bashir Lashkari was involved in the killing of six policemen in the district?s Acchabal area on June 16, according to the police. On July 12, top Hizb terrorist Sajad Gilkar was among three militants killed by security forces in Budgam district of central Kashmir. According to the police, Gilkar had played a key role in the lynching of DySP Mohammad Ayub Pandith near Jamia Masjid in Nowhatta area of Srinagar on June 22. Most of the encounters have taken place in south Kashmirs Pulwama, Shopian and Anantnag districts while others have taken place in Bandipora and Kupwara in north Kashmir and Budgam in central Kashmir, the official pointed out. In June, the Army had released a ""hit-list"" of 12 top militants in Jammu and Kashmir who it aims to ""go after"". The hit-list carries the names and pictures of the militants along with the areas they are active in and the strikes carried out by them. "
23,"The Vishwa Hindu Parishad (VHP) on Tuesday said that Shiv Sena was never a Hindutvavadi outfit and was pretending to be one only for political gains. Bal Thackeray himself was clueless about his party workers bringing portions of the mosque down in Ayodhya, said VHP. ""You don't become Hindutvavadi by merely chanting Chhatrapati Shivaji's name,"" it added. ","gains: VHP New Delhi, Feb 21 (PTI) The Vishwa Hindu Parishad (VHP) today said NDA constituent Shiv Sena was never a Hindutvavadi outfit and was pretending to be one only for political gains. Speaking to reporters here, VHP joint general secretary Surendra Jain said that merely chanting King Shivajis name does not make Shiv Sena a Hindutvavadi (one championing the Hindutva cause) party. ""I dont think Shiv Sena was ever a Hindutvavadi organisation. It is the media which gave this tag to Shiv Sena after Babri mosque was demolished,"" Jain said. ""It is pretending to be a Hindutuvavadi organisation for political gains,"" he added. His remark comes against the backdrop of stinging verbal exchanges between long-standing allies Shiv Sena and BJP leaders ahead of Maharashtra civic polls, voting for which was held today. Seeking to buttress his claim, the VHP leader stated late Shiv Sena founder Bal Thackeray himself was ""clueless"" about his party workers bringing portions of the mosque down in Uttar Pradeshs Ayodhya in 1992. ""He (Thackeray) himself had said he had no clue about it. But he said he was a proud man if his party men demolished the mosque. That one statement made them Hindutva champion...you dont become Hindutvavadi by merely chanting Chhatrapati Shivajis name,"" Jain claimed. Apparently referring to Shiv Senas sons-of-the-soil campaign in Maharashtra, particularly Mumbai, Jain said the party is rather a ""fissiparous"" force, which targeted its own Hindu brothers from south and north India for ""narrow benefits"" and does not understand broad concepts of Hindutva. ""When they talk about Hindutva...are Hindus from Tamil Nadu not Hindus? Whether Hindus from Bihar and Uttar Pradesh are not Hindus? Even today, they are beaten there (in Mumbai). "
24,"Actress Jacqueline Fernandez, when asked if she will star opposite Salman Khan in Remo D'Souza's upcoming dance film, said, ""Fingers crossed. Pray for me."" Salman will reportedly play a trained dancer, who's father to a 13-year-old girl in the film. In an earlier interview, Salman revealed that although this a dance-based film, it's not a sequel to 'ABCD 2'.","film Mumbai, Jun 10 (PTI) Actress Jacqueline Fernandez has neither denied nor confirmed if she is doing Remo DSouzas next film featuring Salman Khan. There were reports that the actress had given her nod to the project which is about father-daughter relationship. When asked if she is doing the film, the actress told PTI, ""Fingers crossed. Pray for me."" The actress is currently gearing up for her next release ""A Gentleman"", the film which was previously titled ""Reload"". ""We didnt have a title for so long so we kept a working title which was Reload. We had never really announced or finalised any title. "
25,"A 24-year-old woman died after falling ill on a SpiceJet flight from Mumbai to Varanasi on Wednesday, the police said. The deceased had complained of ill health during the flight before collapsing, and her husband has alleged that the crew failed to provide medical assistance. SpiceJet has denied the allegations, claiming that she was attended to by a doctor onboard.","family alleges negligence Varanasi, Jan 11 (PTI) A 24 year-old woman travelling in a SpiceJet plane from Mumbai to Varanasi died today after she fell ill onboard, with her husband alleging negligence on the part of the flight attendants. Sangeeta, a resident of Shivpur area in Varanasi, boarded the plane from Mumbai this morning along with her husband Rajesh and their daughter, Phoolpur SHO Brijesh Mishra said. The airline said the woman had complained of breathlessness onboard and given medical attention. As soon the plane landed at the Lal Bahadur Shastri Airport here, the woman was rushed to a hospital in an ambulance, where doctors declared her brought dead, the SHO said. Mishra, however, said that it is still not clear whether the woman died onboard or while being taken to hospital in the ambulance. Whereas, Rajesh, who works at a glass manufacturing unit in Mumbai, alleged that the flight attendant did not extend immediate medical help and she could not put on the mask during the journey. He also claimed that she felt unwell an hour after the plane took off from Mumbai and soon collapsed. He has filed a complaint alleging negligence on the part of flight, saying the attendants did not extend necessary medical help at the time of emergency. A SpiceJet spokesperson said, ""A passenger travelling on board SG 704 from Mumbai to Varanasi complained of breathlessness. The passenger was attended to by a doctor onboard and assisted by SpiceJet cabin crew. She was provided all necessary medical assistance. The Captain informed ATC and requested for medical assistance on landing"". "
26,"The Election Commission on Thursday ruled that the media, both electronic and print, cannot use astrologers and tarot readers in the period when there is a ban on broadcasting exit polls. ""It has been observed that some of the TV channels telecast certain programmes projecting the number of seats likely to be won by political parties,"" said the poll panel. ","exit polls: EC New Delhi, Mar 30 (PTI) The prediction of election results by astrologers and tarot readers in the period when there is a ban on broadcasting exit polls is a violation of law, the Election Commission has ruled today. It asked the media, both electronic and print, to ""refrain"" from airing and publishing such programmes in future elections during the prohibited period to ensure free, fair and transparent elections. In an advisory sent to the media organisation, the poll watchdog pointed to Section 126 A of the Representation of the People Act which states that ""no person shall conduct any exit poll and publish or publicise by means of the print and electronic media or disseminate in any other manner, whatsoever, the result of any exit poll during such period as may be notified by the Election Commission..."" During the elections to the assemblies of Uttar Pradesh, Uttarakhand, Punjab, Goa and Manipur, the period during which exit polls were banned was 7.00 am on February 4, when the first phase of elections commenced till 5.30 pm March 9 when the last of the polls were held. ""...it has been observed that some of the TV channels telecast certain programmes projecting the number of seats likely to be won by political parties. This was done during the period exit polls were prohibited...,"" the advisory said. "
27,"Nearly 300 WhatsApp groups were being used to mobilise stone-pelters in Kashmir to disrupt security operations at encounter sites, according to reports. Each of these groups had around 250 members and more than 90% of the groups have been shut down, they added. The government's policy of suspending internet services has reportedly produced positive results.","encounter sites: Official Srinagar, Apr 23 (PTI) Nearly 300 Whatsapp groups were being used to mobilise stone-pelters in Kashmir to disrupt security forces operations at encounter sites, of which 90 per cent have been shut down, a police official said today. Each of these 300 Whatsapp groups had around 250 members, the official said while explaining how determined attempts were being made to disrupt the operations of the security forces by mobilising stone-pelting mobs at the encounter sites. ""We identified the groups and the group administrators, who were called in by police for counselling. We have had a good response to this initiative,"" he said on the condition of anonymity. In the last three weeks, more than 90 per cent of these Whatsapp groups have been shut down, the official said. He said the governments policy of suspending internet services appeared to be showing positive results in curbing stone-pelting during encounters and cited the case of yesterdays encounter in Budgam district. Just a few youth gathered to hurl stones after two militants were gunned down in the encounter yesterday. This was in sharp contrast to an encounter in Durbugh village in the same area on March 28, when a large number of stone-pelters had assembled and three of them were killed in firing by security forces. ""With no internet services, the mobilisation of mobs has almost become impossible. Earlier, we would see youth from as far as 10 kilometres from the encounter sites joining the protesters to pelt stones at security forces to disrupt the anti-militancy operations. ""That did not happen yesterday during or after the encounter in the absence of internet on mobiles,"" the official said. He said some of the youth listed personal issues like alleged harassment by security forces as reasons for taking to stone-pelting. ""Most of them get carried away momentarily,"" he said, adding authorities are also looking at further sensitising the personnel on the need to adopt a humane approach while dealing with the youth. ""With the internet facility withdrawn, the activity on these social networking groups and other sites like Facebook has come down drastically,"" he added. Stone-pelting on security forces near the encounter sites has been causing major operational problems for the law enforcing agencies over the past one year. More than half a dozen youth have been killed in such incidents in the first quarter of this year. However, the common people especially those from the business community say they are facing hardships, because of the inability to stay connected online. ""Today, the business depends on internet for communication. I am into stock markets and I have had no business since the mobile internet services were withdrawn on Monday,"" Mudasir Bhat said. Bhat said most of the people had done away with landlines and broadband internet services as mobile internet facility gave them more freedom and were also cheaper. Ishfaq Ahmad, a contractor by profession, said life, without internet, had come to a standstill. "
